AgeNormalized,HeightNormalized,WeightNormalized,Sex,Place of birth,Name,Country,Age,Height,Weight,Gold,Silver,Bronze,Total,Sport,Event
0.173076923,0.595505618,0.214285714,M,ITA ,Alex di Giorgio,Italy,22,185,75,0,0,0,0,Swimming,Men's 4x200m Freestyle Relay
0.25,0.516853933,0.137362637,M,CAN ,Alex Genest,Canada,26,178,61,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.211538462,0.617977528,0.230769231,M,HUN ,Alex Giorgetti,Italy,24,187,78,0,0,0,0,Water Polo,Men's Water Polo
0.076923077,0.438202247,0.148351648,M,AUS ,Alex Haas,Australia,17,171,63,0,0,0,0,Canoe Sprint,Men's Canoe Double (C2  1000m
0.211538462,0.516853933,0.214285714,M,USA ,Alex Meyer,United States of America,24,178,75,0,0,0,0,Swimming,Men's 10km Marathon
0.153846154,0.539325843,0.296703297,M,ARG ,Alex Misael Suligoy,Argentina,21,180,90,0,0,0,0,Shooting,Men's 50m Rifle Prone
0.269230769,0.539325843,0.28021978,M,GBR ,Alex Parsonage,Great Britain,27,180,87,0,0,0,0,Water Polo,Men's Water Polo
0.173076923,0.494382022,0.159340659,M,ECU ,Alex Quinonez,Ecuador,22,176,65,0,0,0,0,Athletics,Men's 200m
0.269230769,0.617977528,0.186813187,M,ITA ,Alex Schwazer,Italy,27,187,70,0,0,0,0,Athletics,Men's 50km Race Walk
0.153846154,0.561797753,0.230769231,M,JAM ,Alex Wilson,Switzerland,21,182,78,0,0,0,0,Athletics,Men's 200m
0.173076923,0.539325843,0.175824176,F,CAN ,Alexa Komarnycky,Canada,22,180,68,0,0,0,0,Swimming,Women's 800m Freestyle
0.230769231,0.606741573,0.21978022,M,RUS ,Alexander Bryukhankov,Russian Federation,25,186,76,0,0,0,0,Triathlon,Men's Triathlon
0.25,0.741573034,0.335164835,M,o ( ,Alexander Butko,Russian Federation,26,198,97,0,0,0,0,Volleyball,Men's Volleyball
0.096153846,0.561797753,0.214285714,M,MAS ,Alexander Edmondson,Australia,18,182,75,0,0,0,0,Cycling - Track,Men's Team Pursuit
0.173076923,0.617977528,0.17032967,M,GER ,Alexander Gehbauer,Austria,22,187,67,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.25,0.595505618,0.252747253,M,GER ,Alexander John,Germany,26,185,82,0,0,0,0,Athletics,Men's 110m Hurdles
0.423076923,0.516853933,0.197802198,M,KGZ ,Alexander Kosenkow,Germany,35,178,72,0,0,0,0,Athletics,Men's 4 x 100m Relay
0.365384615,0.707865169,0.434065934,M,RUS ,Alexander Mikhaylin,Russian Federation,32,195,115,0,1,0,1,Judo,Men's +100kg
0.346153846,0.550561798,0.21978022,M,RSA ,Alexander Peternell,South Africa,31,181,76,0,0,0,0,Equestrian,"Individual Eventing, ASIH"
0.307692308,0.640449438,0.21978022,M,RUS ,Alexander Serov,Russian Federation,29,189,76,0,0,0,0,Cycling - Track,Men's Team Pursuit
0.153846154,0.696629213,0.225274725,M,lavl,Alexander Shibaev,Russian Federation,21,194,77,0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
0.211538462,0.573033708,0.434065934,M,GBR ,Alexander Smith,Great Britain,24,183,115,0,0,0,0,Athletics,Men's Hammer Throw
0.211538462,0.730337079,0.307692308,M,RUS ,Alexander Sukhorukov,Russian Federation,24,197,92,0,0,0,0,Swimming,Men's 4x200m Freestyle Relay
0.211538462,0.573033708,0.258241758,M,RUS ,Alexander Tikhonov,Russian Federation,24,183,83,0,0,0,0,Swimming,"Men's 200m Individual Medley, Men's 400m Individual Medley"
0.269230769,0.876404494,0.324175824,M,RUS ,Alexander Volkov,Russian Federation,27,210,95,0,0,0,0,Volleyball,Men's Volleyball
0.192307692,0.494382022,0.318681319,M,I ( ,Alexandr Ivanov,Russian Federation,23,176,94,0,0,0,0,Weightlifting,Men's 94kg
0.346153846,0.471910112,0.153846154,M,RUS ,Alexandr Kolobnev,Russian Federation,31,174,64,0,0,0,0,Cycling - Road,Men's Road Race
0.365384615,0.651685393,0.230769231,M,irsk,Alexandr Nikolaenko,Russian Federation,32,190,78,0,0,0,0,Badminton,Mixed Doubles
0.269230769,0.629213483,0.214285714,M,KAZ ,Alexandr Tarabrin,Kazakhstan,27,188,75,0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke"
0.480769231,0.494382022,0.181318681,M,KAZ ,Alexandr Vinokurov,Kazakhstan,38,176,69,1,0,0,1,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.134615385,0.426966292,0.104395604,F,N ( ,Alexandra Antonova,Russian Federation,20,170,55,0,0,0,0,Water Polo,Women's Water Polo
0.307692308,0.314606742,0.104395604,F,GER ,Alexandra Engelhardt,Germany,29,160,55,0,0,0,0,Wrestling,Women's 48kg Freestyle
0.211538462,0.483146067,0.159340659,F,NOR ,Alexandra Engen,Sweden,24,175,65,0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
0.211538462,0.471910112,0.148351648,F,KAZ ,Alexandra Fisher,Kazakhstan,24,174,63,0,0,0,0,Athletics,Women's Shot Put
0.346153846,0.483146067,0.214285714,F,GRE ,Alexandra Papayeoryiou,Greece,31,175,75,0,0,0,0,Athletics,Women's Hammer Throw
0.192307692,0.314606742,0.065934066,F,KAZ ,Alexandra Podryadova,Kazakhstan,23,160,48,0,0,0,0,Judo,Women's -48kg
0.173076923,0.415730337,0.104395604,F,RUS ,Alexandra Razarenova,Russian Federation,22,169,55,0,0,0,0,Triathlon,Women's Triathlon
0.076923077,0.528089888,0.137362637,F,GER ,Alexandra Wenk,Germany,17,179,61,0,0,0,0,Swimming,"Women's 100m Butterfly, Women's 4x100m Medley Relay"
0.269230769,0.460674157,0.21978022,M,CAN ,Alexandre Despatie,Canada,27,173,76,0,0,0,0,Diving,"Men's 3m Springboard, Men's Synchronised 3m Springboard"
0.288461538,0.606741573,0.296703297,M,CAN ,Alexandre Emond,Canada,28,186,90,0,0,0,0,Judo,Men's -90kg
0.153846154,0.550561798,0.214285714,M,SUI ,Alexandre Liess,Switzerland,21,181,75,0,0,0,0,Swimming,Men's 200m Butterfly
0.5,0.573033708,0.461538462,M,GRE ,Alexandros Papadimitriou,Greece,39,183,120,0,0,0,0,Athletics,Men's Hammer Throw
0.192307692,0.483146067,0.142857143,M,GRE ,Alexandros Papamihail,Greece,23,175,62,0,0,0,0,Athletics,"Men's 20km Race Walk, Men's 50km Race Walk"
0.173076923,0.471910112,0.186813187,M,ROU ,Alexandru Coci,Romania,22,174,70,0,0,0,0,Swimming,Men's 200m Butterfly
0.230769231,0.719101124,0.32967033,M,ROU ,Alexandru Ghiban,Romania,25,196,96,0,0,0,0,Water Polo,Men's Water Polo
0.346153846,0.707865169,0.324175824,M,ROU ,Alexandru Matei,Romania,31,195,95,0,0,0,0,Water Polo,Men's Water Polo
0.307692308,0.426966292,0.164835165,M,RUS ,Alexei Kamenski,Russian Federation,29,170,66,0,0,0,0,Shooting,Men's 10m Air Rifle
0.442307692,0.561797753,0.225274725,M,RUS ,Alexei Klimov,Russian Federation,36,182,77,0,0,0,0,Shooting,Men's 25m Rapid Fire Pistol
0.442307692,0.483146067,0.269230769,M,RUS ,Alexey Alipov,Russian Federation,36,175,85,0,0,0,0,Shooting,Men's Trap
0.269230769,0.651685393,0.296703297,M,KAZ ,Alexey Dergunov,Kazakhstan,27,190,90,0,0,0,0,Canoe Sprint,"Men's Kayak Double (K2  1000m, Men's Kayak Double (K2  200m"
0.134615385,0.550561798,0.252747253,M,RUS ,Alexey Korovashkov,Russian Federation,20,181,82,0,0,0,0,Canoe Sprint,Men's Canoe Double (C2  1000m
0.384615385,0.550561798,0.247252747,M,RUS ,Alexey Markov,Russian Federation,33,181,81,0,0,0,0,Cycling - Track,Men's Team Pursuit
0.480769231,0.741573034,0.340659341,M,KGZ ,Alexey Panfili,Kazakhstan,38,198,98,0,0,0,0,Water Polo,Men's Water Polo
0.403846154,0.471910112,0.186813187,M,RUS ,Alexey Smirnov,Russian Federation,34,174,70,0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
0.173076923,0.539325843,0.21978022,F,FRA ,Alexianne Castel,France,22,180,76,0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
0.153846154,0.325842697,0.082417582,F,MEX ,Alexis G Martinez,Mexico,21,161,51,0,0,0,0,Shooting,Women's 50m Rifle 3 Positions
0.346153846,0.584269663,0.258241758,M,ARG ,Alexis Gonzalez,Argentina,31,184,83,0,0,0,0,Volleyball,Men's Volleyball
0.326923077,0.595505618,0.241758242,M,SWE ,Alhaji Jeng,Sweden,30,185,80,0,0,0,0,Athletics,Men's Pole Vault
0.326923077,0.483146067,0.186813187,M,KEN ,Ali Hasan Mahboob,Bahrain,30,175,70,0,0,0,0,Athletics,"Men's 10,000m"
0.134615385,0.426966292,0.131868132,M,YEM ,Ali Khousrof,Yemen,20,170,60,0,0,0,0,Judo,Men's -60kg
0.403846154,0.460674157,0.126373626,M,LBA ,Ali Mabrouk El Zaidi,Libya,34,173,59,0,0,0,0,Athletics,Men's Marathon
0.288461538,0.707865169,0.406593407,M,HUN ,Ali Mohamed Al-Zinkawi,Kuwait,28,195,110,0,0,0,0,Athletics,Men's Hammer Throw
0.326923077,0.651685393,0.461538462,M,IRQ ,Ali Nadhim Salman Salman,Iraq,30,190,120,0,0,0,0,Wrestling,Men's 120kg Greco-Roman
0.173076923,0.426966292,0.164835165,M,RUS ,Ali Shabanau,Belarus,22,170,66,0,0,0,0,Wrestling,Men's 66kg Freestyle
0.25,0.460674157,0.197802198,F,USA ,Ali Sue Bernard,United States of America,26,173,72,0,0,0,0,Wrestling,Women's 72kg Freestyle
0.192307692,0.460674157,0.192307692,F,JAM ,Alia Atkinson,Jamaica,23,173,71,0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Breaststroke, Women's 200m Breaststroke"
0.326923077,0.685393258,0.351648352,M,BLR ,Aliaksandr Bahdanovich,Belarus,30,193,100,0,0,0,0,Canoe Sprint,Men's Canoe Double (C2  1000m
0.269230769,0.617977528,0.241758242,M,BLR ,Aliaksandr Faminou,Belarus,27,187,80,0,0,0,0,Equestrian,"Individual Eventing, PASIANS"
0.365384615,0.505617978,0.208791209,M,BLR ,Aliaksandr Kikiniou,Belarus,32,177,74,0,0,0,0,Wrestling,Men's 74kg Greco-Roman
0.173076923,0.516853933,0.318681319,M,rsha,Aliaksandr Makaranka,Belarus,22,178,94,0,0,0,0,Weightlifting,Men's 94kg
0.25,0.483146067,0.131868132,F,BLR ,Aliaksandra Herasimenia,Belarus,26,175,60,0,1,0,1,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 100m Butterfly, Women's 4x100m Freestyle Relay"
0.403846154,0.404494382,0.104395604,F,GUY ,Aliann Pompey,Guyana,34,168,55,0,0,0,0,Athletics,Women's 400m
0.192307692,0.662921348,0.335164835,M,TUR ,Alican Kaynar,Turkey,23,191,97,0,0,0,0,Sailing,Men's Finn
0.115384615,0.539325843,0.159340659,F,ITA ,Alice Mizzau,Italy,19,180,65,0,0,0,0,Swimming,"Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay"
0.192307692,0.539325843,0.197802198,F,ITA ,Alice Nesti,Italy,23,180,72,0,0,0,0,Swimming,Women's 4x200m Freestyle Relay
0.211538462,0.370786517,0.148351648,F,ISR ,Alice Schlesinger,Israel,24,165,63,0,0,0,0,Judo,Women's -63kg
0.326923077,0.539325843,0.164835165,F,USA ,Alice Schmidt,United States of America,30,180,66,0,0,0,0,Athletics,Women's 800m
0.038461538,0.393258427,0.131868132,F,GBR ,Alicia Blagg,Great Britain,15,167,60,0,0,0,0,Diving,Women's Synchronised 3m Springboard
0.307692308,0.404494382,0.148351648,F,ESP ,Alicia Cebrian Martinez de Lagos,Spain,29,168,63,0,0,0,0,Sailing,Women's Laser Radial
0.211538462,0.494382022,0.181318681,F,AUS ,Alicia Coutts,Australia,24,176,69,1,2,1,4,Swimming,"Women's 100m Butterfly, Women's 200m Individual Medley, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay"
0.307692308,0.404494382,0.197802198,F,AUS ,Alicia Mccormack,Australia,29,168,72,0,0,0,0,Water Polo,Women's Water Polo
0.115384615,0.505617978,0.17032967,F,POL ,Alicja Tchorz,Poland,19,177,67,0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
0.307692308,0.494382022,0.263736264,M,RUS ,Alim Selimau,Belarus,29,176,84,0,0,0,0,Wrestling,Men's 84kg Greco-Roman
0.173076923,0.662921348,0.32967033,M,ROU ,Alin Alexuc-Ciurariu,Romania,22,191,96,0,0,0,0,Wrestling,Men's 96kg Greco-Roman
0.307692308,0.471910112,0.208791209,M,ROU ,Alin George Moldoveanu,Romania,29,174,74,1,0,0,1,Shooting,Men's 10m Air Rifle
0.307692308,0.292134831,0.065934066,F,ROU ,Alina Dumitru,Romania,29,158,48,0,1,0,1,Judo,Women's -48kg
0.173076923,0.539325843,0.175824176,F,UKR ,Alina Lohvynenko,Ukraine,22,180,68,0,0,0,0,Athletics,"Women's 400m, Women's 4 x 400m Relay"
0.192307692,0.359550562,0.098901099,F,BLR ,Alina Talay,Belarus,23,164,54,0,0,0,0,Athletics,Women's 100m Hurdles
0.384615385,0.516853933,0.230769231,M,IRI ,Alireza Haghi,Islamic Republic of Iran,33,178,78,0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.153846154,0.280898876,0.120879121,F,St,Alise Post,United States of America,21,157,58,0,0,0,0,Cycling - BMX,Women's BMX
0.307692308,0.438202247,0.148351648,F,NZL ,Alison Shanks,New Zealand,29,171,63,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.519230769,0.483146067,0.214285714,F,BRAY,Alison Williamson,Great Britain,40,175,75,0,0,0,0,Archery,"Women's Individual, Women's Team"
0.230769231,0.550561798,0.17032967,F,GBR ,Alison Young,Great Britain,25,181,67,0,0,0,0,Sailing,Women's Laser Radial
0.211538462,0.595505618,0.186813187,M,GBR ,Alistair Brownlee,Great Britain,24,185,70,0,0,0,0,Triathlon,Men's Triathlon
0.115384615,0.561797753,0.197802198,M,RSA ,Alistair Davis,South Africa,19,182,72,0,0,0,0,Shooting,Men's Double Trap
0.365384615,0.573033708,0.137362637,M,RSA ,Alistair Ian Cragg,Ireland,32,183,61,0,0,0,0,Athletics,Men's 5000m
0.115384615,0.359550562,0.120879121,F,BEL ,Alix Gerniers,Belgium,19,164,58,0,0,0,0,Hockey,Women's Hockey
0.211538462,0.505617978,0.247252747,M,SLO ,Aljaz Sedej,Slovenia,24,177,81,0,0,0,0,Judo,Men's -81kg
0.576923077,0.561797753,0.269230769,M,ENSE,Allan Bentsen,Denmark,43,182,85,0,0,0,0,Table Tennis,Men's Singles
0.096153846,0.314606742,0.076923077,M,HON ,Allan Gutierrez Castro,Honduras,18,160,50,0,0,0,0,Swimming,Men's 400m Freestyle
0.346153846,0.460674157,0.203296703,M,DEN ,Allan Norregaard,Denmark,31,173,73,0,0,0,0,Sailing,Men's 49er
0.25,0.348314607,0.104395604,F,ITA ,Allegra Lapi,Italy,26,163,55,0,0,0,0,Water Polo,Women's Water Polo
0.134615385,0.460674157,0.126373626,F,ST,Allison Peter,"Virgin Islands, US",20,173,59,0,0,0,0,Athletics,"Women's 100m, Women's 200m"
0.173076923,0.595505618,0.208791209,F,USA ,Allison Schmitt,United States of America,22,185,74,2,1,1,4,Swimming,"Women's 200m Freestyle, Women's 400m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay"
0.25,0.404494382,0.104395604,F,USA ,Allyson Felix,United States of America,26,168,55,0,0,0,0,Athletics,"Women's 100m, Women's 200m, Women's 4 x 100m Relay"
0.211538462,0.382022472,0.131868132,M,KAZ ,Almat Kebispayev,Kazakhstan,24,166,60,0,0,0,0,Wrestling,Men's 60kg Greco-Roman
0.192307692,0.269662921,0.043956044,F,ETH ,Almensh Belete,Belgium,23,156,44,0,0,0,0,Athletics,Women's 5000m
0.326923077,0.573033708,0.571428571,M,IVNO,Almir Velagic,Germany,30,183,140,0,0,0,0,Weightlifting,Men's +105kg
0.230769231,0.426966292,0.10989011,F,UKR ,Alona Andruk,Ukraine,25,170,56,0,0,0,0,Cycling - Road,Women's Road Race
0.096153846,0.337078652,0.10989011,M,KEN ,Alphas Leken Kishoyian,Kenya,18,162,56,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.057692308,0.314606742,0.076923077,F,ENGE,Alphonsine Agahozo,Rwanda,16,160,50,0,0,0,0,Swimming,Women's 50m Freestyle
0.442307692,0.505617978,0.17032967,M,POR ,Alvaro Marinho,Portugal,36,177,67,0,0,0,0,Sailing,Men's 470
0.096153846,0.561797753,0.197802198,M,ESP ,Alvaro Martin,Spain,18,182,72,0,0,0,0,Athletics,Men's 20km Race Walk
0.230769231,0.528089888,0.175824176,M,ESP ,Alvaro Rodriguez,Spain,25,179,68,0,0,0,0,Athletics,Men's 1500m
0.192307692,0.719101124,0.269230769,M,GER ,Alyn Camara,Germany,23,196,85,0,0,0,0,Athletics,Men's Long Jump
0.25,0.426966292,0.126373626,F,USA ,Alysia Johnson Montano,United States of America,26,170,59,0,0,0,0,Athletics,Women's 800m
0.153846154,0.460674157,0.153846154,F,USA ,Alyssa Anderson,United States of America,21,173,64,1,0,0,1,Swimming,Women's 4x200m Freestyle Relay
0.173076923,0.370786517,0.302197802,F,USA ,Amanda Bingson,United States of America,22,165,91,0,0,0,0,Athletics,Women's Hammer Throw
0.326923077,0.314606742,0.126373626,F,USA ,Amanda Clark,United States of America,30,160,59,0,0,0,0,Sailing,Women's 470
0.153846154,0.404494382,0.10989011,F,USA ,Amanda Furrer,United States of America,21,168,56,0,0,0,0,Shooting,Women's 50m Rifle 3 Positions
0.096153846,0.516853933,0.148351648,F,CAN ,Amanda Reason,Canada,18,178,63,0,0,0,0,Swimming,Women's 4x200m Freestyle Relay
0.326923077,0.426966292,0.131868132,F,USA ,Amanda Smock,United States of America,30,170,60,0,0,0,0,Athletics,Women's Triple Jump
0.211538462,0.325842697,0.104395604,F,AUS ,Amanda Spratt,Australia,24,161,55,0,0,0,0,Cycling - Road,Women's Road Race
0.25,0.595505618,0.214285714,F,USA ,Amanda Weir,United States of America,26,185,75,0,0,1,1,Swimming,Women's 4x100m Freestyle Relay
0.153846154,0.505617978,0.126373626,M,ERI ,Amanuel Mesel,Eritrea,21,177,59,0,0,0,0,Athletics,Men's 5000m
0.25,0.786516854,0.307692308,M,FRA ,Amaury Leveaux,France,26,202,92,1,1,0,2,Swimming,"Men's 50m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay"
0.442307692,0.696629213,0.340659341,M,CUB ,Amaurys Perez,Italy,36,194,98,0,0,0,0,Water Polo,Men's Water Polo
0.346153846,0.426966292,0.302197802,F,USA ,Amber Campbell,United States of America,31,170,91,0,0,0,0,Athletics,Women's Hammer Throw
0.461538462,0.348314607,0.076923077,F,USA ,Amber Neben,United States of America,37,163,50,0,0,0,0,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
0.288461538,0.426966292,0.186813187,F,MAW ,Ambwene Simukonda,Malawi,28,170,70,0,0,0,0,Athletics,Women's 400m
0.326923077,0.640449438,0.351648352,M,BIH ,Amel Mekic,Bosnia and Herzegovina,30,189,100,0,0,0,0,Judo,Men's -100kg
0.269230769,0.539325843,0.153846154,F,FRA ,Amelie Caze,France,27,180,64,0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
0.153846154,0.359550562,0.159340659,F,GER ,Amelie Solja,Austria,21,164,65,0,0,0,0,Table Tennis,Women's Team
0.211538462,0.539325843,0.263736264,M,BIH ,Amer Hrustanovic,Austria,24,180,84,0,0,0,0,Wrestling,Men's 84kg Greco-Roman
0.442307692,0.595505618,0.324175824,M,LBA ,Amgad Hosen,Egypt,36,185,95,0,0,0,0,Shooting,Men's 10m Air Rifle
0.346153846,0.741573034,0.516483516,M,USA ,Amin Nikfar,Islamic Republic of Iran,31,198,130,0,0,0,0,Athletics,Men's Shot Put
0.153846154,0.483146067,0.126373626,F,SUD ,Amina Bakhit,Sudan,21,175,59,0,0,0,0,Athletics,Women's 800m
0.192307692,0.382022472,0.175824176,F,CGO ,Aminata Aboubakar Yacoub,Congo,23,166,68,0,0,0,0,Swimming,Women's 50m Freestyle
0.096153846,0.280898876,0.076923077,F,K,Aminath Shajan,Maldives,18,157,50,0,0,0,0,Swimming,Women's 50m Freestyle
0.134615385,0.606741573,0.164835165,M,MAR ,Amine El Manaoui,Morocco,20,186,66,0,0,0,0,Athletics,Men's 800m
0.326923077,0.550561798,0.159340659,M,MAR ,Amine Laalou,Morocco,30,181,65,0,0,0,0,Athletics,Men's 1500m
0.173076923,0.573033708,0.236263736,M,NZL ,Amini Fonua,Tonga,22,183,79,0,0,0,0,Swimming,Men's 100m Breaststroke
0.230769231,0.449438202,0.159340659,M,MAS ,Amir Mustafa Rusli,Malaysia,25,172,65,0,0,0,0,Cycling - Road,Men's Road Race
0.365384615,0.539325843,0.17032967,M,IRI ,Amir Zargari,Islamic Republic of Iran,32,180,67,0,0,0,0,Cycling - Road,Men's Road Race
0.25,0.404494382,0.071428571,F,TUN ,Amira Ben Amor,Tunisia,26,168,49,0,0,0,0,Athletics,Women's Marathon
0.173076923,0.426966292,0.17032967,F,ISR ,Amit Ivry,Israel,22,170,67,0,0,0,0,Swimming,"Women's 100m Butterfly, Women's 200m Individual Medley"
0.269230769,0.494382022,0.098901099,M,TUN ,Amor Ben Yahia,Tunisia,27,176,54,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.25,0.539325843,0.203296703,M,EGY ,Amr Ibrahim Mostafa Seoud,Egypt,26,180,73,0,0,0,0,Athletics,"Men's 100m, Men's 200m"
0.461538462,0.629213483,0.164835165,F,USA ,Amy Acuff,United States of America,37,188,66,0,0,0,0,Athletics,Women's High Jump
0.173076923,0.370786517,0.104395604,F,GER ,Amy Atkinson,Guam,22,165,55,0,0,0,0,Athletics,Women's 800m
0.365384615,0.539325843,0.230769231,F,CAN ,Amy Cotton,Canada,32,180,78,0,0,0,0,Judo,Women's -78kg
0.115384615,0.449438202,0.148351648,F,AUS ,Amy Cure,Australia,19,172,63,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.288461538,0.348314607,0.049450549,F,USA ,Amy Hastings,United States of America,28,163,45,0,0,0,0,Athletics,"Women's 10,000m"
0.423076923,0.595505618,0.241758242,F,HIAM,Amy Mbacke Thiam,Senegal,35,185,80,0,0,0,0,Athletics,Women's 400m
0.230769231,0.460674157,0.142857143,F,RHAM,Amy Oliver,Great Britain,25,173,62,0,0,0,0,Archery,"Women's Individual, Women's Team"
0.153846154,0.359550562,0.120879121,F,NED ,Amy Pieters,Netherlands,21,164,58,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.25,0.426966292,0.159340659,F,FRA ,Amy Sene,Senegal,26,170,65,0,0,0,0,Athletics,Women's Hammer Throw
0.230769231,0.449438202,0.126373626,F,GBR ,Amy Smith,Great Britain,25,172,59,0,0,0,0,Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay"
0.346153846,0.348314607,0.137362637,F,USA ,Amy Tran-Swensen,United States of America,31,163,61,0,0,0,0,Hockey,Women's Hockey
0.173076923,0.438202247,0.186813187,F,BRA ,Ana Barbachan,Brazil,22,171,70,0,0,0,0,Sailing,Women's 470
0.288461538,0.359550562,0.065934066,F,POR ,Ana Cabecinha,Portugal,28,164,48,0,0,0,0,Athletics,Women's 20km Race Walk
0.365384615,0.292134831,0.087912088,F,ESP ,Ana Carrascosa,Spain,32,158,52,0,0,0,0,Judo,Women's -52kg
0.192307692,0.269662921,0.115384615,F,BRA ,Ana Claudia Silva,Brazil,23,156,57,0,0,0,0,Athletics,"Women's 200m, Women's 4 x 100m Relay"
0.365384615,0.539325843,0.186813187,F,ESP ,Ana Copado Amoros,Spain,32,180,70,0,0,0,0,Water Polo,Women's Water Polo
0.307692308,0.370786517,0.087912088,F,POR ,Ana Dulce Felix,Portugal,29,165,52,0,0,0,0,Athletics,"Women's Marathon, Women's 10,000m"
0.480769231,0.438202247,0.131868132,F,BRA ,Ana Luiza Souza Lima,Brazil,38,171,60,0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
0.25,0.314606742,0.148351648,F,LLIN,Ana Maria Rendon,Colombia,26,160,63,0,0,0,0,Archery,Women's Individual
0.057692308,0.303370787,0.120879121,F,BRA ,Ana Satila,Brazil,16,159,58,0,0,0,0,Canoe Slalom,Women's Kayak (K1 
0.173076923,0.505617978,0.120879121,F,BIH ,Ana Simic,Croatia,22,177,58,0,0,0,0,Athletics,Women's High Jump
0.288461538,0.438202247,0.098901099,F,SRB ,Ana Subotic,Serbia,28,171,54,0,0,0,0,Athletics,Women's Marathon
0.25,0.348314607,0.197802198,F,COL ,Ana Talia Betancur David,Colombia,26,163,72,0,0,0,0,Wrestling,Women's 72kg Freestyle
0.519230769,0.426966292,0.17032967,F,GER ,Anabel Balkenhol,Germany,40,170,67,0,0,0,0,Equestrian,"Individual Dressage, DABLINO"
0.115384615,0.404494382,0.104395604,F,AUS ,Anabelle Smith,Australia,19,168,55,0,0,0,0,Diving,Women's Synchronised 3m Springboard
0.096153846,0.348314607,0.120879121,F,UKR ,Anahit Barseghyan,Armenia,18,163,58,0,0,0,0,Swimming,Women's 100m Backstroke
0.153846154,0.483146067,0.225274725,F,elje,Anamari Velensek,Slovenia,21,175,77,0,0,0,0,Judo,Women's -78kg
